,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User,text
389,-0.0772,Sun Jan 07 14:28:42 +0000 2018,0.942,0.058,0.0,5,@Foxnews,RT @FoxNewsSunday: Pompeo on #NoKo: North Koreans are behaving out of fear...they know for the first time U.S. is serious about demilitariz…
390,0.4391,Sun Jan 07 14:27:10 +0000 2018,0.888,0.0,0.112,5,@Foxnews,"RT @FoxNewsSunday: Pompeo on talks between North and South Korea ahead of the Winter Olympics:
@POTUS has made very clear we’re going to ac…"
391,0.34,Sun Jan 07 14:27:08 +0000 2018,0.73,0.091,0.179,5,@Foxnews,"RT @FoxNewsSunday: Pompeo on if Congress can save Iran Nuke Deal: They could take some of the weaknesses, extend deadlines, there are thing…"
392,0.0,Sun Jan 07 14:27:05 +0000 2018,1.0,0.0,0.0,5,@Foxnews,RT @FoxNewsSunday: Mike Pompeo on deadline to re-certify Iran Deal: Ultimately @POTUS will have to make the decision of whether to remain i…
393,0.2212,Sun Jan 07 14:24:10 +0000 2018,0.81,0.077,0.113,5,@Foxnews,RT @FoxNewsSunday: Mike Pompeo on Iran protests: This issue is very real...@POTUS supports the Iranian people and wants them to have a voic…
394,-0.3252,Sun Jan 07 14:23:07 +0000 2018,0.896,0.104,0.0,5,@Foxnews,RT @FoxNewsSunday: Mike Pompeo on @POTUS' “genius” tweets: I'm not going to dignify that question with a response.  President Trump is comp…
395,0.7717,Sun Jan 07 14:21:33 +0000 2018,0.712,0.0,0.288,5,@Foxnews,RT @FoxNewsSunday: Mike Pompeo on giving @POTUS his daily intelligence briefings: This president is an avid consumer of the product that th…
396,0.3612,Sun Jan 07 14:20:11 +0000 2018,0.889,0.0,0.111,5,@Foxnews,"RT @FoxNewsSunday: Mike Pompeo, CIA Director, on statements in “Fire and Fury”: Those statements are pure fantasy…things like this book are…"
397,0.0,Sun Jan 07 14:19:38 +0000 2018,1.0,0.0,0.0,5,@Foxnews,"RT @FoxNewsSunday: Mike Pompeo, CIA Director, on “Fire and Fury”: Statements @MichaelWolffNYC made are beneath the conversation. They are t…"
398,0.2732,Sun Jan 07 14:19:35 +0000 2018,0.9,0.0,0.1,5,@Foxnews,"RT @FoxNewsSunday: CIA Director Mike Pompeo on @realDonaldTrump's fitness to be president: My personal experience, I'm with him almost ever…"
399,-0.6486,Sun Jan 07 14:14:47 +0000 2018,0.583,0.417,0.0,5,@Foxnews,One Dead After Explosion in Stockholm https://t.co/QJvhmelcMx
400,0.0,Wed May 18 14:56:03 +0000 2016,1.0,0.0,0.0,6,@newyorktimes110,General Butler has been disbanded and replaced by Nathaniel Banks
401,-0.3818,Wed May 18 14:52:36 +0000 2016,0.86,0.14,0.0,6,@newyorktimes110,General Butler is under suspicion and is said to have a hearing in December to discuss recent rumors.
402,0.0516,Wed May 18 14:50:36 +0000 2016,0.708,0.142,0.15,6,@newyorktimes110,Rumors have spread regarding Butler's fraudulent activity regarding his personal financial gain as military General of New Orleans.
403,0.0516,Wed May 18 14:48:27 +0000 2016,0.941,0.0,0.059,6,@newyorktimes110,"Immediately after sending his letter, John Monroe has retracted it, sending an apology to Butler for debasing his recent actions."
404,0.0,Wed May 18 14:46:31 +0000 2016,1.0,0.0,0.0,6,@newyorktimes110,"John T. Monroe, Mayor of New Orleans, wrote a scathing letter to General Butler regarding his order and treatment of the city."
405,0.0,Wed May 18 14:41:38 +0000 2016,1.0,0.0,0.0,6,@newyorktimes110,President Davis has been reported branding Butler and his officers as   nothing more than outlaws that would be hanged if captured.
406,0.0516,Wed May 18 14:39:35 +0000 2016,0.943,0.0,0.057,6,@newyorktimes110,"Both women, Phillips and Larue have been released early of their sentences. Phillips after only 2.5 months and Larue after 3 weeks."
407,0.5859,Wed May 18 14:34:43 +0000 2016,0.863,0.0,0.137,6,@newyorktimes110,"Up until the events with Larue, Order 28 has proven to be successful as ""soldiers had ceased to be insulted""; however, the tides are turning"
408,-0.34,Wed May 18 14:31:25 +0000 2016,0.882,0.118,0.0,6,@newyorktimes110,Near-riots have sprung throughout New Orleans proceeding the arrest of Anne Larue. General Order 28 is under mass scrutiny.
409,-0.0516,Wed May 18 14:29:13 +0000 2016,0.901,0.099,0.0,6,@newyorktimes110,"Another woman, Anne Larue, has been sentenced to Ship Island for her portrayal of confederate colors. She is sentenced to two years."
410,-0.0258,Wed May 18 14:24:50 +0000 2016,0.927,0.073,0.0,6,@newyorktimes110,"@eugeniap20 has been sentenced to two years on Ship Island, in the Gulf of Mexico."
411,-0.4003,Wed May 18 14:23:58 +0000 2016,0.676,0.21,0.114,6,@newyorktimes110,"This just in! @eugeniap20, wife of Phillip Phillips has been arrested for her outbursts of laughter regarding a fallen soldier. More to come"
412,-0.7964,Wed May 18 14:16:15 +0000 2016,0.722,0.278,0.0,6,@newyorktimes110,It is a sad day in New Orleans as a military man has fallen. The funeral procession will go through the town at 2 p.m. this afternoon.
413,-0.5859,Wed May 18 14:08:37 +0000 2016,0.863,0.137,0.0,6,@newyorktimes110,General Butler has issued General Order 28 stating that any woman who shows contempt for an officer will be regarded as a woman of the town
414,0.0,Wed May 18 13:59:56 +0000 2016,1.0,0.0,0.0,6,@newyorktimes110,"RT @MilHistNow: GEE WIZ After the fall of NewOrleans, Southern ladies used chamberpots featuring the face of General Benjamin Butler https:…"
415,-0.4298,Wed May 18 13:53:38 +0000 2016,0.808,0.192,0.0,6,@newyorktimes110,"General Butler is said to make a speech following yesterday's ""not so clean"" events."
416,-0.6636,Wed May 18 13:51:17 +0000 2016,0.768,0.232,0.0,6,@newyorktimes110,"This just in! A woman has been reported dumping a bucket of ""not so clean water"" on Flag Officer David Farragut's head."
417,0.0,Wed May 18 13:46:20 +0000 2016,1.0,0.0,0.0,6,@newyorktimes110,Women of New Orleans have repeatedly been spotted spitting on Union troops and singing Confederacy songs inspite of Butler and his men.
418,-0.6369,Wed May 18 13:45:19 +0000 2016,0.819,0.181,0.0,6,@newyorktimes110,The Women of New Orleans have taken their hatred towards the new general Butler into their own hands by retaliating.
